"boletos_vendidos";"ingresos_totales";"ganancias_totales";"cluster"
197;6194.5;7966.81;"cluster_1"
214;23812.1;6233.15;"cluster_0"
173;17369.27;4705.31;"cluster_2"
114;24216.95;8301.95;"cluster_0"
227;16593.26;2076.58;"cluster_2"
109;17989.16;3887.46;"cluster_2"
299;11949.77;784.23;"cluster_2"
111;10281.14;4514.03;"cluster_1"
26;15347.3;1136.18;"cluster_2"
271;29651.93;3159.29;"cluster_0"
177;28046.01;6817.93;"cluster_0"
48;2845.8;1760.04;"cluster_1"
309;16356.25;771.03;"cluster_2"
39;15952.56;6706.08;"cluster_2"
125;19814.77;3597.0;"cluster_2"
38;6278.9;4468.69;"cluster_1"
241;30876.29;8439.59;"cluster_0"
111;19318.2;6611.21;"cluster_2"
107;28879.87;8127.28;"cluster_0"
206;7944.91;4170.63;"cluster_1"
245;14095.81;7446.13;"cluster_2"
84;18526.62;4285.1;"cluster_2"
132;13690.67;1093.04;"cluster_2"
272;5986.13;1956.84;"cluster_1"
238;7223.59;5146.23;"cluster_1"
147;26270.27;8372.14;"cluster_0"
288;15120.2;5063.53;"cluster_2"
73;26566.25;6827.38;"cluster_0"
188;6308.61;2334.56;"cluster_1"
27;24181.66;3887.81;"cluster_0"
36;5606.95;3936.68;"cluster_1"
53;23901.42;3075.51;"cluster_0"
133;4011.68;7942.36;"cluster_1"
243;9374.59;3134.09;"cluster_1"
98;10240.21;3598.92;"cluster_1"
158;5343.4;2993.83;"cluster_1"
79;31789.25;7025.26;"cluster_0"
259;4128.13;5737.69;"cluster_1"
247;9400.99;1401.64;"cluster_1"
82;5338.97;2669.43;"cluster_1"
79;29373.96;1345.46;"cluster_0"
210;15242.41;1920.17;"cluster_2"
171;21528.44;2342.71;"cluster_2"
59;19128.3;7948.54;"cluster_2"
69;26628.65;3108.79;"cluster_0"
117;3193.94;7063.73;"cluster_1"
118;5214.01;4754.71;"cluster_1"
167;8409.0;4297.66;"cluster_1"
231;13538.16;2625.03;"cluster_2"
126;3661.3;1074.22;"cluster_1"
313;29352.54;6645.31;"cluster_0"
206;2088.25;1882.18;"cluster_1"
84;29278.92;8031.59;"cluster_0"
153;6378.09;2832.84;"cluster_1"
178;12761.82;3185.36;"cluster_2"
113;2074.06;3919.18;"cluster_1"
157;25872.14;3918.01;"cluster_0"
276;5618.97;1139.96;"cluster_1"
315;22607.7;6572.2;"cluster_0"
313;30629.44;8275.97;"cluster_0"
289;29263.73;4041.84;"cluster_0"
283;28141.71;1403.98;"cluster_0"
47;22275.49;5593.71;"cluster_0"
124;22891.36;7434.24;"cluster_0"
163;8427.71;2877.69;"cluster_1"
67;10335.75;715.53;"cluster_1"
60;18229.62;1752.32;"cluster_2"
216;14645.35;3415.71;"cluster_2"
208;31744.58;1519.53;"cluster_0"
295;18478.75;5178.01;"cluster_2"
313;25731.95;5848.04;"cluster_0"
289;4858.67;3256.76;"cluster_1"
134;18311.37;1630.12;"cluster_2"
175;27824.85;8479.19;"cluster_0"
158;6583.95;512.96;"cluster_1"
282;16811.79;3114.25;"cluster_2"
210;18279.11;1134.62;"cluster_2"
116;18853.89;5896.98;"cluster_2"
236;8204.69;2131.04;"cluster_1"
64;30453.37;7579.69;"cluster_0"
48;3354.38;6690.42;"cluster_1"
107;27660.88;7636.89;"cluster_0"
29;27303.63;2686.92;"cluster_0"
228;19387.92;3887.53;"cluster_2"
188;31502.28;4058.93;"cluster_0"
167;25240.39;6003.49;"cluster_0"
229;23017.95;769.64;"cluster_0"
96;2671.61;6686.95;"cluster_1"
317;21272.47;8138.35;"cluster_2"
300;15685.35;4137.31;"cluster_2"
203;4753.8;6770.66;"cluster_1"
128;22494.71;5462.6;"cluster_0"
111;24893.54;1670.13;"cluster_0"
103;2039.93;3429.89;"cluster_1"
312;25552.97;6841.8;"cluster_0"
232;26785.61;960.25;"cluster_0"
87;6352.84;7397.97;"cluster_1"
305;3450.53;2951.19;"cluster_1"
82;15307.45;2009.82;"cluster_2"
284;26559.64;7728.05;"cluster_0"
48;17716.73;1877.9;"cluster_2"
283;21772.25;8455.48;"cluster_2"
199;13982.96;8054.49;"cluster_2"
23;30990.81;7099.67;"cluster_0"
314;29884.94;2464.48;"cluster_0"
252;22949.84;5863.76;"cluster_0"
227;11805.82;4667.46;"cluster_1"
280;30954.16;2110.11;"cluster_0"
252;23801.02;1975.11;"cluster_0"
149;12004.18;8218.2;"cluster_2"
194;28635.44;6277.16;"cluster_0"
28;14246.45;3456.82;"cluster_2"
120;11098.54;6097.22;"cluster_1"
112;21882.1;4568.91;"cluster_0"
137;2425.66;2343.52;"cluster_1"
232;23553.51;7574.75;"cluster_0"
117;7106.18;7824.34;"cluster_1"
200;8562.59;1477.11;"cluster_1"
306;11498.8;2393.75;"cluster_1"
28;10155.81;1149.4;"cluster_1"
98;29596.99;7097.02;"cluster_0"
142;20395.87;3861.79;"cluster_2"
42;25360.55;6890.24;"cluster_0"
180;10823.24;2053.09;"cluster_1"
144;25864.47;5860.34;"cluster_0"
271;15404.97;3155.1;"cluster_2"
286;6974.28;7219.26;"cluster_1"
123;2209.85;8060.71;"cluster_1"
189;8312.35;5647.26;"cluster_1"
125;17684.17;7788.45;"cluster_2"
238;21577.66;3299.65;"cluster_2"
281;23870.71;5104.48;"cluster_0"
196;30255.21;850.2;"cluster_0"
161;11336.47;7373.49;"cluster_1"
245;27089.67;4978.86;"cluster_0"
138;25353.06;2871.3;"cluster_0"
72;25427.73;6424.87;"cluster_0"
215;24330.62;5556.3;"cluster_0"
43;19006.72;687.32;"cluster_2"
119;22715.62;7405.62;"cluster_0"
253;22886.55;3785.98;"cluster_0"
115;6753.96;7249.69;"cluster_1"
208;17096.64;1973.38;"cluster_2"
297;19252.43;4142.98;"cluster_2"
103;26854.47;2155.68;"cluster_0"
276;4943.75;2343.32;"cluster_1"
69;3525.05;1744.12;"cluster_1"
206;5335.21;6279.23;"cluster_1"
177;26212.79;4120.38;"cluster_0"
121;4373.96;5413.53;"cluster_1"
58;16477.16;6330.88;"cluster_2"
114;28309.48;7219.25;"cluster_0"
133;16427.33;1235.65;"cluster_2"
31;28300.96;844.5;"cluster_0"
54;13863.73;2359.79;"cluster_2"
276;26751.89;5980.72;"cluster_0"
98;20130.15;2083.97;"cluster_2"
162;19343.97;4749.97;"cluster_2"
265;21054.97;1229.76;"cluster_2"
267;3883.22;4058.02;"cluster_1"
314;10592.54;3600.62;"cluster_1"
240;4808.76;2458.8;"cluster_1"
236;7790.75;3021.21;"cluster_1"
105;9154.98;5769.87;"cluster_1"
71;8025.1;8163.41;"cluster_1"
209;28743.06;7859.39;"cluster_0"
50;9425.19;6087.52;"cluster_1"
79;20211.42;4153.77;"cluster_2"
176;3779.88;2706.56;"cluster_1"
227;21246.17;2465.19;"cluster_2"
55;2196.4;8131.54;"cluster_1"
260;7736.73;2252.86;"cluster_1"
302;30722.29;1519.5;"cluster_0"
116;9834.59;6407.14;"cluster_1"
103;11578.15;8291.45;"cluster_1"
102;10830.01;8307.32;"cluster_1"
73;7523.12;3865.34;"cluster_1"
220;12519.04;6775.91;"cluster_2"
275;22226.2;7654.47;"cluster_0"
142;6418.6;4833.16;"cluster_1"
79;23233.06;2753.61;"cluster_0"
216;18973.25;7397.39;"cluster_2"
183;3939.06;2720.18;"cluster_1"
219;4314.9;8345.85;"cluster_1"
247;11416.43;1223.92;"cluster_1"
225;8598.81;4959.11;"cluster_1"
124;8810.28;8449.84;"cluster_1"
267;10519.67;6364.47;"cluster_1"
166;17787.96;7492.97;"cluster_2"
92;9985.09;7561.57;"cluster_1"
282;9324.18;2346.64;"cluster_1"
114;11193.49;597.54;"cluster_1"
120;4621.99;4240.45;"cluster_1"
219;10301.75;2498.78;"cluster_1"
61;19624.84;2472.14;"cluster_2"
199;21863.66;5164.93;"cluster_0"
158;6440.56;3438.29;"cluster_1"
216;15238.64;8355.39;"cluster_2"
294;31018.51;7969.28;"cluster_0"
141;29542.08;1641.47;"cluster_0"
204;17719.73;2426.79;"cluster_2"
173;12774.12;5414.71;"cluster_2"
218;2337.43;4621.05;"cluster_1"
160;12020.83;4810.24;"cluster_2"
81;31178.93;8003.74;"cluster_0"
135;3695.16;8191.11;"cluster_1"
276;31126.66;2444.72;"cluster_0"
314;12896.84;2741.15;"cluster_2"
180;29614.89;4224.58;"cluster_0"
44;17609.4;989.69;"cluster_2"
46;16896.8;543.31;"cluster_2"
73;4759.01;4217.01;"cluster_1"
182;4497.48;4319.2;"cluster_1"
164;8597.7;2763.63;"cluster_1"
117;12672.96;1068.76;"cluster_2"
191;19538.42;959.64;"cluster_2"
310;14169.63;7672.19;"cluster_2"
197;18149.24;7390.7;"cluster_2"
178;8944.95;8096.05;"cluster_1"
104;14981.07;3160.57;"cluster_2"
196;31341.21;4776.94;"cluster_0"
52;18979.67;3924.49;"cluster_2"
218;11514.55;5179.73;"cluster_1"
259;10864.4;4818.17;"cluster_1"
262;25252.22;5357.84;"cluster_0"
55;15230.34;6677.95;"cluster_2"
159;13492.52;5011.08;"cluster_2"
182;22104.97;5984.18;"cluster_0"
292;14062.39;4791.64;"cluster_2"
199;23731.25;5088.94;"cluster_0"
101;13079.18;570.92;"cluster_2"
52;27244.8;786.15;"cluster_0"
52;5001.14;3418.53;"cluster_1"
276;11831.65;2454.07;"cluster_1"
312;11944.27;894.85;"cluster_2"
305;9651.22;707.94;"cluster_1"
192;13205.64;7620.71;"cluster_2"
101;8929.87;7125.66;"cluster_1"
318;18329.82;7768.87;"cluster_2"
286;2316.13;1172.55;"cluster_1"
132;20197.89;7635.04;"cluster_2"
28;31380.61;3075.6;"cluster_0"
114;16036.66;816.12;"cluster_2"
302;27576.82;3182.13;"cluster_0"
79;15229.62;6159.74;"cluster_2"
35;17998.6;8305.46;"cluster_2"
137;7532.44;8003.68;"cluster_1"
261;7246.85;804.25;"cluster_1"
274;25796.58;7735.94;"cluster_0"
68;6093.39;1403.6;"cluster_1"
75;7197.64;4884.14;"cluster_1"
261;29864.97;3323.56;"cluster_0"
211;4815.67;863.17;"cluster_1"
184;15446.19;2204.71;"cluster_2"
250;3193.01;7510.53;"cluster_1"
315;16593.11;4375.78;"cluster_2"
193;25721.2;8361.14;"cluster_0"
125;18752.78;2766.17;"cluster_2"
57;28362.74;6969.26;"cluster_0"
317;24789.18;1352.97;"cluster_0"
165;25043.37;2594.72;"cluster_0"
86;31496.01;4446.72;"cluster_0"
277;28377.99;4717.11;"cluster_0"
157;20878.21;832.98;"cluster_2"
85;23896.87;722.47;"cluster_0"
61;11162.53;4782.28;"cluster_1"
312;4563.57;6392.71;"cluster_1"
304;9349.4;8243.98;"cluster_1"
303;21479.85;653.42;"cluster_2"
95;2144.44;2030.58;"cluster_1"
196;25615.89;2633.02;"cluster_0"
149;22247.8;6847.65;"cluster_0"
44;3607.94;5669.35;"cluster_1"
204;28361.38;1102.38;"cluster_0"
204;5702.95;5282.43;"cluster_1"
299;23668.3;4034.31;"cluster_0"
30;21185.12;5378.61;"cluster_2"
83;17348.54;2315.71;"cluster_2"
36;10349.02;3947.48;"cluster_1"
45;5323.31;6289.68;"cluster_1"
197;20324.62;3438.22;"cluster_2"
105;6198.09;5024.07;"cluster_1"
320;26739.54;3183.44;"cluster_0"
242;11393.27;1807.0;"cluster_1"
208;11309.49;3302.49;"cluster_1"
268;18787.28;1335.29;"cluster_2"
86;22224.04;7922.72;"cluster_0"
178;5316.84;7022.77;"cluster_1"
274;27361.4;4836.64;"cluster_0"
137;10840.55;7200.39;"cluster_1"
308;18761.9;6890.84;"cluster_2"
318;9849.61;7154.34;"cluster_1"
94;21140.76;560.61;"cluster_2"
236;27395.85;4287.29;"cluster_0"
64;20404.55;8051.43;"cluster_2"
253;28497.8;5146.99;"cluster_0"
66;7936.13;4725.73;"cluster_1"
237;22610.55;7742.0;"cluster_0"
310;27405.11;2376.3;"cluster_0"
300;23336.95;626.41;"cluster_0"
214;22518.81;1306.13;"cluster_0"
158;8938.72;5312.6;"cluster_1"
244;10392.64;689.17;"cluster_1"
307;10449.57;7963.01;"cluster_1"
180;13745.68;8319.51;"cluster_2"
135;19633.94;6319.47;"cluster_2"
49;10218.89;6212.9;"cluster_1"
29;12424.97;7546.23;"cluster_2"
263;28100.99;923.28;"cluster_0"
167;19755.47;2461.15;"cluster_2"
180;26641.4;1561.19;"cluster_0"
58;14638.39;4354.9;"cluster_2"
208;20190.34;1332.57;"cluster_2"
89;14216.11;1424.75;"cluster_2"
210;20284.79;8390.3;"cluster_2"
197;10490.5;5886.31;"cluster_1"
288;21407.0;2136.99;"cluster_2"
153;20385.55;8476.27;"cluster_2"
268;18628.25;529.15;"cluster_2"
138;29219.1;921.92;"cluster_0"
94;28509.5;2241.45;"cluster_0"
131;13051.34;8198.27;"cluster_2"
91;19383.44;2087.94;"cluster_2"
175;8808.96;4579.13;"cluster_1"
132;20675.5;6454.74;"cluster_2"
74;15356.56;3561.2;"cluster_2"
53;3283.79;6499.64;"cluster_1"
275;18424.83;5831.35;"cluster_2"
162;3140.3;1866.7;"cluster_1"
29;23871.2;1432.21;"cluster_0"
258;7348.33;8285.47;"cluster_1"
207;3075.8;5660.16;"cluster_1"
170;12291.63;3820.3;"cluster_2"
23;2660.33;5703.33;"cluster_1"
82;6250.61;2488.76;"cluster_1"
299;3339.3;5968.35;"cluster_1"
235;28092.95;5077.95;"cluster_0"
47;19672.0;2280.73;"cluster_2"
50;21544.36;7540.53;"cluster_2"
175;8655.66;6193.55;"cluster_1"
270;6688.34;1744.61;"cluster_1"
72;8433.26;3161.71;"cluster_1"
202;12021.11;6612.71;"cluster_2"
287;5674.16;7784.79;"cluster_1"
170;3557.55;1713.55;"cluster_1"
97;20581.55;3882.99;"cluster_2"
178;27817.98;2018.2;"cluster_0"
309;16504.79;3809.56;"cluster_2"
186;20045.32;6006.16;"cluster_2"
264;7185.87;4543.38;"cluster_1"
175;15908.25;6954.59;"cluster_2"
317;5993.94;5348.66;"cluster_1"
111;29040.61;2878.27;"cluster_0"
35;26589.46;7270.12;"cluster_0"
118;14973.6;7322.98;"cluster_2"
139;21160.96;6663.99;"cluster_2"
20;14353.14;7422.3;"cluster_2"
163;28365.87;5160.88;"cluster_0"
219;15683.86;4911.62;"cluster_2"
104;13945.65;4430.38;"cluster_2"
159;27688.08;4043.88;"cluster_0"
145;21928.67;2857.27;"cluster_0"
134;12917.97;1983.07;"cluster_2"
296;30108.69;6000.05;"cluster_0"
314;8120.5;1740.25;"cluster_1"
129;26499.12;3330.77;"cluster_0"
61;3993.83;8308.08;"cluster_1"
102;12168.73;6641.22;"cluster_2"
289;6902.4;2071.66;"cluster_1"
124;25241.05;3449.95;"cluster_0"
200;15703.41;5843.61;"cluster_2"
228;6923.21;4427.29;"cluster_1"
22;2717.73;8344.16;"cluster_1"
259;13769.74;1057.85;"cluster_2"
34;30398.16;5591.94;"cluster_0"
97;23572.34;6989.96;"cluster_0"
210;7081.9;3244.93;"cluster_1"
139;13084.92;546.59;"cluster_2"
149;15076.38;3180.86;"cluster_2"
226;30344.98;3713.08;"cluster_0"
134;13036.5;6726.02;"cluster_2"
44;30638.96;1263.73;"cluster_0"
309;2551.87;2320.37;"cluster_1"
220;4253.31;7360.97;"cluster_1"
21;15171.49;4261.03;"cluster_2"
252;14346.79;4442.85;"cluster_2"
76;18889.27;2746.59;"cluster_2"
37;2358.1;3215.35;"cluster_1"
133;7207.99;6394.21;"cluster_1"
247;9526.25;4809.9;"cluster_1"
202;18836.05;6905.63;"cluster_2"
261;3244.8;5024.99;"cluster_1"
137;28828.19;6974.92;"cluster_0"
269;29684.46;7062.39;"cluster_0"
216;14851.46;4230.77;"cluster_2"
113;4251.06;4200.85;"cluster_1"
174;3372.88;3659.59;"cluster_1"
143;3533.87;7018.47;"cluster_1"
283;11562.79;3787.05;"cluster_1"
78;29937.66;4917.95;"cluster_0"
270;26360.36;3998.32;"cluster_0"
239;22851.05;4951.84;"cluster_0"
318;15899.61;3258.43;"cluster_2"
125;13956.34;6012.69;"cluster_2"
316;25240.49;5895.5;"cluster_0"
36;14079.38;3627.77;"cluster_2"
100;6227.62;4730.7;"cluster_1"
280;2638.97;5217.59;"cluster_1"
245;4119.26;6503.19;"cluster_1"
273;21804.51;7113.49;"cluster_2"
212;20095.57;3748.43;"cluster_2"
304;13171.19;4487.97;"cluster_2"
76;18122.75;1891.57;"cluster_2"
202;9989.74;1657.46;"cluster_1"
294;27908.5;747.97;"cluster_0"
289;25233.61;6471.71;"cluster_0"
28;18509.18;1829.26;"cluster_2"
169;23429.89;6232.18;"cluster_0"
126;29138.71;4386.94;"cluster_0"
112;5432.19;7216.29;"cluster_1"
121;28680.39;6954.96;"cluster_0"
253;11995.23;4309.98;"cluster_2"
125;18407.65;5559.89;"cluster_2"
117;29698.86;6616.97;"cluster_0"
38;27310.25;8422.75;"cluster_0"
220;26777.28;4006.54;"cluster_0"
74;21417.03;8475.8;"cluster_2"
184;11374.53;8022.88;"cluster_1"
41;10790.4;2399.84;"cluster_1"
146;15509.37;6956.64;"cluster_2"
148;28667.65;1794.79;"cluster_0"
228;19849.33;4973.42;"cluster_2"
67;11287.12;3917.94;"cluster_1"
294;7429.96;4839.04;"cluster_1"
62;27526.39;3172.83;"cluster_0"
319;2329.56;3218.89;"cluster_1"
107;17498.83;3695.89;"cluster_2"
232;30142.7;4355.61;"cluster_0"
147;31388.74;4647.1;"cluster_0"
64;29854.63;2790.51;"cluster_0"
287;24423.76;7751.69;"cluster_0"
250;30646.5;4736.17;"cluster_0"
267;18629.68;7249.74;"cluster_2"
138;16908.37;6817.85;"cluster_2"
82;11407.15;5154.48;"cluster_1"
276;13038.01;7159.81;"cluster_2"
97;18189.45;6075.43;"cluster_2"
280;30260.98;2116.5;"cluster_0"
263;4945.04;1329.7;"cluster_1"
221;12904.46;520.41;"cluster_2"
201;11925.38;2519.93;"cluster_2"
78;25783.48;7478.48;"cluster_0"
29;26920.62;2819.33;"cluster_0"
178;22097.31;6907.1;"cluster_0"
221;17508.98;5441.41;"cluster_2"
262;15027.12;3016.95;"cluster_2"
281;9884.45;4785.39;"cluster_1"
52;14106.2;3262.89;"cluster_2"
131;22283.29;5844.83;"cluster_0"
251;6895.2;1699.4;"cluster_1"
123;26086.46;7095.84;"cluster_0"
52;25822.24;8199.9;"cluster_0"
113;2594.18;5615.01;"cluster_1"
172;31996.92;5042.92;"cluster_0"
195;2297.52;8028.63;"cluster_1"
82;27142.9;6996.55;"cluster_0"
52;12180.8;1196.8;"cluster_2"
194;19437.59;4335.76;"cluster_2"
79;3152.07;4388.62;"cluster_1"
118;30804.88;6067.32;"cluster_0"
78;27207.75;6985.98;"cluster_0"
135;26205.42;6995.53;"cluster_0"
75;11267.88;6954.23;"cluster_1"
172;7543.6;5051.19;"cluster_1"
141;6501.95;7227.26;"cluster_1"
298;19121.57;2920.29;"cluster_2"
263;30042.32;3544.56;"cluster_0"
272;8893.93;3011.24;"cluster_1"
250;2626.86;4166.27;"cluster_1"
270;8954.71;1528.75;"cluster_1"
199;19593.17;2795.78;"cluster_2"
94;16993.4;6691.1;"cluster_2"
148;3711.82;8294.41;"cluster_1"
158;8885.99;7906.85;"cluster_1"
216;9891.35;2021.17;"cluster_1"
97;16959.23;4599.52;"cluster_2"
100;30731.95;1029.31;"cluster_0"
241;10757.37;3886.53;"cluster_1"
218;11555.2;6161.97;"cluster_1"
147;10574.45;4491.07;"cluster_1"
88;20157.51;6585.39;"cluster_2"
104;24598.14;2113.57;"cluster_0"
187;30481.61;2357.44;"cluster_0"
56;16025.91;7762.97;"cluster_2"
33;11459.26;5285.6;"cluster_1"
67;9603.87;5344.55;"cluster_1"
117;30368.54;2483.55;"cluster_0"
96;10396.19;2248.26;"cluster_1"
40;29831.94;4927.63;"cluster_0"
71;3994.29;1701.04;"cluster_1"
219;4381.41;6104.55;"cluster_1"
205;16214.29;1114.43;"cluster_2"
138;16364.4;5695.84;"cluster_2"
94;27470.53;608.63;"cluster_0"
231;9451.51;4635.04;"cluster_1"
202;30006.54;6502.55;"cluster_0"
274;2284.46;6198.34;"cluster_1"
268;20088.87;3606.27;"cluster_2"
254;13729.52;7473.67;"cluster_2"
130;3061.73;6417.54;"cluster_1"
229;29337.7;4149.75;"cluster_0"
222;28351.1;6038.73;"cluster_0"
268;29957.4;2159.89;"cluster_0"
288;30600.89;4283.87;"cluster_0"
58;25981.96;8174.53;"cluster_0"
179;30392.48;7964.44;"cluster_0"
204;11660.69;2399.57;"cluster_1"
155;23743.37;1886.69;"cluster_0"
246;7927.06;3739.3;"cluster_1"
30;13343.0;2234.22;"cluster_2"
133;29508.08;3626.98;"cluster_0"
215;18865.33;5390.25;"cluster_2"
283;18264.26;1486.8;"cluster_2"
267;15559.1;2183.58;"cluster_2"
216;26580.07;3338.26;"cluster_0"
114;14410.45;7012.26;"cluster_2"
86;13816.66;6750.59;"cluster_2"
111;29765.79;6338.01;"cluster_0"
162;15342.59;3839.78;"cluster_2"
258;14129.95;5118.01;"cluster_2"
30;11831.49;5447.84;"cluster_1"
98;12616.15;5942.56;"cluster_2"
310;2620.49;8184.19;"cluster_1"
237;28603.67;7682.43;"cluster_0"
149;15798.92;5026.24;"cluster_2"
73;26744.82;1694.88;"cluster_0"
243;16547.21;7190.59;"cluster_2"
98;15608.78;6635.57;"cluster_2"
196;31422.1;7733.09;"cluster_0"
124;20961.29;4074.47;"cluster_2"
255;9370.85;4531.12;"cluster_1"
290;23911.78;1646.19;"cluster_0"
170;4589.21;3794.86;"cluster_1"
264;16954.99;1674.83;"cluster_2"
246;8053.23;8377.42;"cluster_1"
76;4535.69;4696.53;"cluster_1"
106;12384.19;6676.28;"cluster_2"
100;13533.18;1380.08;"cluster_2"
170;13279.83;2975.16;"cluster_2"
50;13167.47;6249.32;"cluster_2"
225;9252.0;5599.52;"cluster_1"
163;4658.32;4121.79;"cluster_1"
308;16897.84;2650.13;"cluster_2"
107;25983.55;3668.36;"cluster_0"
261;25449.58;5146.27;"cluster_0"
316;17332.31;3429.51;"cluster_2"
132;24416.15;6221.05;"cluster_0"
152;20064.09;3295.29;"cluster_2"
155;25122.99;2631.54;"cluster_0"
155;28700.7;5825.81;"cluster_0"
130;4872.85;1610.67;"cluster_1"
231;13750.08;4132.94;"cluster_2"
150;10958.06;5012.78;"cluster_1"
133;25648.54;6279.61;"cluster_0"
104;16498.09;5139.39;"cluster_2"
211;21992.96;7361.23;"cluster_0"
256;2945.25;2241.9;"cluster_1"
242;31059.74;819.7;"cluster_0"
176;5818.43;2114.53;"cluster_1"
28;26618.06;4333.87;"cluster_0"
197;25780.92;3237.42;"cluster_0"
99;20528.92;912.75;"cluster_2"
238;17183.17;2384.93;"cluster_2"
43;9947.93;6394.56;"cluster_1"
21;27976.03;4298.96;"cluster_0"
43;8381.68;5360.87;"cluster_1"
298;22603.69;5564.6;"cluster_0"
318;24364.88;3819.39;"cluster_0"
137;6342.28;7357.6;"cluster_1"
244;11738.7;5764.82;"cluster_1"
290;28948.59;3168.49;"cluster_0"
273;18315.8;4974.03;"cluster_2"
299;2159.67;6309.72;"cluster_1"
35;5501.93;4783.1;"cluster_1"
184;25654.28;3721.24;"cluster_0"
136;5450.38;2421.35;"cluster_1"
143;12144.04;4618.65;"cluster_2"
62;26396.51;8024.4;"cluster_0"
51;22953.08;1058.26;"cluster_0"
182;30515.81;8242.75;"cluster_0"
95;28497.02;3938.63;"cluster_0"
25;11763.98;509.77;"cluster_1"
173;10333.13;635.28;"cluster_1"
208;19114.04;2480.34;"cluster_2"
154;31191.37;7025.89;"cluster_0"
298;23738.76;4265.68;"cluster_0"
279;11755.29;6318.99;"cluster_1"
127;21849.72;637.42;"cluster_0"
299;7982.45;881.95;"cluster_1"
94;27852.97;6133.66;"cluster_0"
186;24280.48;1148.45;"cluster_0"
275;15410.94;746.35;"cluster_2"
177;24601.6;4415.33;"cluster_0"
230;28356.21;6575.0;"cluster_0"
91;9955.12;2883.07;"cluster_1"
160;27196.83;2260.37;"cluster_0"
228;14501.28;6685.94;"cluster_2"
244;28282.33;2840.07;"cluster_0"
293;13782.84;6138.61;"cluster_2"
108;29476.23;6662.7;"cluster_0"
212;8952.46;5431.42;"cluster_1"
96;5400.34;4273.93;"cluster_1"
260;13971.26;6092.02;"cluster_2"
185;3814.32;2401.41;"cluster_1"
186;29952.54;3951.5;"cluster_0"
89;9480.61;3262.34;"cluster_1"
299;16025.9;3212.1;"cluster_2"
191;23609.14;2988.79;"cluster_0"
70;22370.88;8099.45;"cluster_0"
35;17028.38;7545.93;"cluster_2"
100;9829.55;6025.48;"cluster_1"
83;2083.03;6152.54;"cluster_1"
50;10551.46;8354.45;"cluster_1"
192;9038.14;5584.89;"cluster_1"
265;18344.64;3032.78;"cluster_2"
221;11508.2;4380.3;"cluster_1"
120;15312.16;502.65;"cluster_2"
317;21140.1;3326.39;"cluster_2"
316;11870.39;7872.71;"cluster_2"
59;12160.97;4826.36;"cluster_2"
233;17424.19;3351.55;"cluster_2"
103;15353.51;2108.27;"cluster_2"
164;24242.12;3273.87;"cluster_0"
247;19939.72;3038.49;"cluster_2"
76;24114.77;1100.56;"cluster_0"
199;24754.13;6338.05;"cluster_0"
299;23948.47;1457.27;"cluster_0"
26;20341.9;7682.6;"cluster_2"
233;7060.24;4661.8;"cluster_1"
293;10242.99;1876.75;"cluster_1"
194;25692.64;6806.5;"cluster_0"
281;7062.42;6193.93;"cluster_1"
75;22183.06;3615.63;"cluster_0"
116;16119.77;3283.0;"cluster_2"
258;18266.8;2980.87;"cluster_2"
195;2507.98;4743.87;"cluster_1"
67;21415.3;1821.97;"cluster_2"
203;30821.66;5142.07;"cluster_0"
283;5338.3;8421.63;"cluster_1"
233;30497.73;7811.85;"cluster_0"
176;16349.3;5858.62;"cluster_2"
65;11837.66;4655.1;"cluster_1"
139;24287.04;6711.98;"cluster_0"
253;12338.59;4535.08;"cluster_2"
302;17189.97;2115.86;"cluster_2"
304;9919.7;3977.24;"cluster_1"
210;23733.01;3938.18;"cluster_0"
104;8656.45;7979.77;"cluster_1"
310;22289.75;3870.59;"cluster_0"
31;23533.16;4157.53;"cluster_0"
25;17007.54;5087.62;"cluster_2"
219;29652.89;6754.44;"cluster_0"
47;16327.53;1505.41;"cluster_2"
173;13511.24;7372.92;"cluster_2"
136;20018.96;1977.09;"cluster_2"
278;4104.61;6485.15;"cluster_1"
309;8016.46;7337.4;"cluster_1"
82;6207.11;7074.52;"cluster_1"
193;20729.47;5749.77;"cluster_2"
246;11759.06;8480.66;"cluster_1"
117;10287.89;7775.44;"cluster_1"
270;7392.12;1702.89;"cluster_1"
315;16558.34;6774.92;"cluster_2"
204;15374.26;2648.58;"cluster_2"
102;15998.64;3097.89;"cluster_2"
177;25627.39;7199.43;"cluster_0"
204;6546.37;7084.32;"cluster_1"
292;14234.9;1587.44;"cluster_2"
238;18654.12;7662.71;"cluster_2"
261;17985.99;3847.43;"cluster_2"
102;27299.97;2041.6;"cluster_0"
245;22485.03;3702.29;"cluster_0"
37;13169.69;6574.84;"cluster_2"
124;27617.72;3271.47;"cluster_0"
274;11524.21;1719.53;"cluster_1"
251;10960.8;7602.53;"cluster_1"
33;20987.05;2579.2;"cluster_2"
270;31060.27;1455.09;"cluster_0"
177;29036.06;2111.05;"cluster_0"
297;3938.27;5542.22;"cluster_1"
169;4514.69;4916.54;"cluster_1"
305;21537.93;570.41;"cluster_2"
177;11554.31;4955.75;"cluster_1"
41;9560.48;4428.35;"cluster_1"
25;14897.96;1048.27;"cluster_2"
207;10823.42;3235.47;"cluster_1"
320;27656.35;5633.49;"cluster_0"
48;4646.61;2200.42;"cluster_1"
317;9241.41;4245.63;"cluster_1"
152;13986.03;3692.11;"cluster_2"
